nse_ticker,sector,industry,basic_industry,notes
INDOTHAI,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
INDOUS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
INDOWIND,Power,Power,Power Generation,nse_official
INDRAMEDCO,Healthcare,Healthcare Services,Hospital,nse_official
INDSWFTLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
INDTERRAIN,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
INDUS,Telecom,Telecom Infrastructure,,
INDUSINDBK,Financial Services,Banks,Private Sector Bank,nse_official
INDUSTOWER,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
INFIBEAM,Internet,Fintech,,
INFOBEAN,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
INFOMEDIA,Media Entertainment & Publication,Printing & Publication,Printing & Publication,nse_official
INFOSYS,IT,IT Services,,
INFY,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
INGERRAND,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
INNOVACAP,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
INNOVANA,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
INNVENTMED,Pharma,Medical Devices,,
INOX,Consumer,Multiplex,,
INOXAIR,Cap Goods,Specialty Chemicals,,
INOXGREEN,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
INOXINDIA,Capital Goods,Industrial Products,Other Industrial Products,nse_official
INOXLEIS,Consumer,Multiplex,,
INOXLEISUR,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
INOXWIND,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
INSECTICID,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
INTELLECT,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
INTENTECH,Information Technology,IT - Services,IT Enabled Services,nse_official
INTERARCH,Construction,Construction,Civil Construction,nse_official
INTERGLOBE,Consumer,Aviation,,
INTLCONV,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
INVENTURE,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
INVENTURUS,IT,Healthcare IT,,
IOB,Financial Services,Banks,Public Sector Bank,nse_official
IOC,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
IOLCP,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
ION,IT,IT Services,,
IONEXCHANG,Utilities,Other Utilities,Water Supply & Management,nse_official
IPCALAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
IPL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
IRB,Construction,Construction,Civil Construction,nse_official
IRCON,Construction,Construction,Civil Construction,nse_official
IRCTC,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
IREDA,Financial Services,Finance,Financial Institution,nse_official
IRFC,Financial Services,Finance,Financial Institution,nse_official
IRIS,Information Technology,IT - Software,Software Products,nse_official
IRISDOREME,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
IRMENERGY,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
ISFT,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
ISGEC,Construction,Construction,Civil Construction,nse_official
ISHANCH,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
ISMT,Metals,Steel Pipes,,
ITC,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,nse_official
ITCHOTELS,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
ITDC,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
ITI,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
IVALUE,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
IVC,Financial Services,Capital Markets,Asset Management Company,nse_official
IVP,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
IXIGO,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
J&KBANK,Financial Services,Banks,Private Sector Bank,nse_official
JAGRAN,Media Entertainment & Publication,Media,Print Media,nse_official
JAGSNPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
JAIBALAJI,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
JAICORPLTD,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
JAIINFRA,Infra,Infra,,
JAINREC,Metals & Mining,Diversified Metals,Diversified Metals,nse_official
JAIPURKURT,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
JAISWAL,Metals,Steel,,
JAISWALNIC,Metals,Steel,,
JAMNA,Auto,Auto Ancillaries,,
JAMNAAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
JANA,Banking,Small Finance Banks,,
JANATA,Banking,Regional Banks,,
JARO,Consumer Services,Other Consumer Services,E-Learning,nse_official
JASH,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
JAYAGROGN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
JAYBARMARU,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
JAYKAY,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
JAYNECOIND,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
JAYSREETEA,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
JB,Pharma,Pharma Formulations,,
JBCHEPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
JBMA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
JCHAC,Consumer,Air Conditioners,,
JETFREIGHT,Services,Transport Services,Logistics Solution Provider,nse_official
JGCHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
JHS,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
JINDALPHOT,Financial Services,Finance,Investment Company,nse_official
JINDALPOLY,Capital Goods,Industrial Products,Packaging,nse_official
JINDALSAW,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
JINDALSTEL,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
JINDRILL,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling,nse_official
JINDWORLD,Textiles,Textiles & Apparels,Other Textile Products,nse_official
JIOFIN,Financial Services,Finance,Investment Company,nse_official
JISLDVREQS,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
JISLJALEQS,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
JKBANK,Banking,Regional Banks,,
JKCEMENT,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
JKIL,Construction,Construction,Civil Construction,nse_official
JKIPL,Capital Goods,Agricultural Commercial & Construction Vehicles,Auto Dealer,nse_official
JKLAKSHMI,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
JKPAPER,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
JKTYRE,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
JLHL,Healthcare,Healthcare Services,Hospital,nse_official
JMA,Automobile and Auto Components,Auto Components,Trading - Auto Components,nse_official
JMFINANCIL,Financial Services,Finance,Holding Company,nse_official
JMT,Auto,Auto Ancillaries,,
JMTAUTOLTD,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
JNKINDIA,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
JOCIL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
JOJALGOLD,Consumer,Jewellery,,
JPASSOCIAT,Construction,Construction,Civil Construction,nse_official
JPOLYINVST,Financial Services,Finance,Investment Company,nse_official
JPPOWER,Power,Power,Power Generation,nse_official
JSFB,Financial Services,Banks,Other Bank,nse_official
JSHL,Metals,Steel,,
JSL,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
JSLL,Consumer Services,Leisure Services,Wellness,nse_official
JSPL,Metals,Steel,,
JSW,Infra,Ports,,
JSWCEM,Infra,Cement,,
JSWCEMENT,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
JSWENERGY,Power,Power,Power Generation,nse_official
JSWESL,Energy,Power Generation,,
JSWHL,Financial Services,Finance,Investment Company,nse_official
JSWINFRA,Services,Transport Infrastructure,Port & Port services,nse_official
JSWISPL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
JSWREALTY,RealEstate,Real Estate - Residential,,
JSWSTEEL,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
JTEKTINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
JTLIND,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
JTLINFRA,Metals,Steel Pipes,,
JUBILANT,Consumer,Diversified Consumer,,
JUBILANTIND,Chemicals,Specialty Chemicals,,
JUBLCPL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
JUBLFOOD,Consumer Services,Leisure Services,Restaurants,nse_official
JUBLINGREA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
JUBLPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
JUNIPER,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
JUSTDIAL,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
JWL,Capital Goods,Industrial Manufacturing,Railway Wagons,nse_official
JYOTHY,Consumer,FMCG - Personal Care,,
JYOTHYLAB,Fast Moving Consumer Goods,Household Products,Household Products,nse_official
JYOTICNC,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
JYOTIRES,Auto,Auto Ancillaries,,
JYOTISTRUC,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
KABRAEXTRU,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
KAJARIA,Consumer,Tiles,,
KAJARIACER,Consumer Durables,Consumer Durables,Ceramics,nse_official
KAKATCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
KALAMANDIR,Consumer Services,Retailing,Speciality Retail,nse_official
KALINDEE,CONSTRUCTION,CONSTRUCTION,CONSTRUCTION CIVIL,nse_official
KALPATARU,Realty,Realty,Residential Commercial Projects,nse_official
KALPATPOWR,Infra,Construction & Engineering,,
KALYANI,Capital Goods,Agricultural Commercial & Construction Vehicles,Auto Dealer,nse_official
KALYANIFRG,Capital Goods,Industrial Products,Castings & Forgings,nse_official
KALYANKJIL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
KAMATHOTEL,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
KAMDHENU,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
KAMOPAINTS,Consumer Durables,Consumer Durables,Paints,nse_official
KANANIIND,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
KANORICHEM,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
KANPRPLA,Capital Goods,Industrial Products,Packaging,nse_official
KANSAINER,Consumer Durables,Consumer Durables,Paints,nse_official
KARMAENG,Power,Power,Power Generation,nse_official
KARNATKABANK,Banking,Regional Banks,,
KARURVYSYA,Financial Services,Banks,Private Sector Bank,nse_official
KAUSHALYA,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
KAYA,Consumer Services,Leisure Services,Wellness,nse_official
KAYNES,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
KCP,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
KCPSUGIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
KDDL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
KEC,Construction,Construction,Civil Construction,nse_official
KECIL,Cap Goods,Engineering,,
KECINTL,Cap Goods,Power T&D,,
KECL,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
KEEPLEARN,Consumer Services,Other Consumer Services,Education,nse_official
KEI,Capital Goods,Industrial Products,Cables - Electricals,nse_official
KELLTONTEC,Information Technology,IT - Services,IT Enabled Services,nse_official
KENERGY,Renewable,Renewable,,
KENNAMETAL,Cap Goods,Industrial Machinery,,
KERNEX,Services,Transport Services,Transport Related Services,nse_official
KESORAMIND,Textiles,Textiles & Apparels,Other Textile Products,nse_official
KEYFINSERV,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
KEYSTONE,RealEstate,Real Estate - Residential,,
KFINTECH,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,nse_official
KHADIM,Consumer Durables,Consumer Durables,Footwear,nse_official
KHAICHEM,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
KHAITANLTD,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
KHANDSE,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
KICL,Financial Services,Finance,Investment Company,nse_official
KILITCH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
KIMS,Healthcare,Healthcare Services,Hospital,nse_official
KINETIC,Auto,Auto OEM - 2W,,
KINGFA,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
KIOCL,Metals & Mining,Ferrous Metals,Sponge Iron,nse_official
KIRIIND,Renewable,Renewable Energy,,
KIRIINDUS,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
KIRILOSENG,Cap Goods,Pumps & Compressors,,
KIRILOSKAR,Cap Goods,Pumps & Compressors,,
KIRLOSBROS,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
KIRLOSENG,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
KIRLOSIND,Capital Goods,Industrial Products,Other Industrial Products,nse_official
KIRLOSKAR,Cap Goods,Pumps & Compressors,,
KIRLPNU,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
KITEX,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
KKCL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
KMEW,Services,Engineering Services,Dredging,nse_official
KMSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
KNAGRI,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
KNR,Infra,Roads & Highways,,
KNRCON,Construction,Construction,Civil Construction,nse_official
KOHINOOR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
KOKUYOCMLN,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
KOLTEPATIL,Realty,Realty,Residential Commercial Projects,nse_official
KOPRAN,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
KOTAK,Banking,Private Banks,,
KOTAKBANK,Financial Services,Banks,Private Sector Bank,nse_official
KOTARISUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
KOTHARIPET,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
KOTHARIPRO,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
KOTYARK,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
KPCL,Energy,Power Generation,,
KPEL,Power,Power,Power Generation,nse_official
KPIGREEN,Power,Power,Power Generation,nse_official
KPIL,Construction,Construction,Civil Construction,nse_official
KPIT,IT,IT Engineering,,
KPITTECH,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
KPR,Textiles,Garments,,
KPRMILL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
KRBL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
KREBSBIO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
KRIDHANINF,Construction,Construction,Civil Construction,nse_official
KRISHANA,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
KRISHIVAL,Fast Moving Consumer Goods,Food Products,Other Food Products,nse_official
KRISHNADEF,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
KRITI,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
KRITIKA,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
KRITINUT,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
KRN,Capital Goods,Industrial Products,Other Industrial Products,nse_official
